"header__reqNo","header__resultCode","header__resultMsg","body__items__item__desertionNo","body__items__item__filename","body__items__item__happenDt","body__items__item__happenPlace","body__items__item__kindCd","body__items__item__colorCd","body__items__item__age","body__items__item__weight","body__items__item__noticeNo","body__items__item__noticeSdt","body__items__item__noticeEdt","body__items__item__popfile","body__items__item__processState","body__items__item__sexCd","body__items__item__neuterYn","body__items__item__specialMark","body__items__item__careNm","body__items__item__careTel","body__items__item__careAddr","body__items__item__orgNm","body__items__item__chargeNm","body__items__item__officetel","body__items__item__noticeComment","body__numOfRows","body__pageNo","body__totalCount"
"","","","444453202101046","http://www.animal.go.kr/files/shelter/2021/12/202112311612817_s.jpg","20211231","부석면 칠전삼거리 버스승강장","[개] 믹스견","갈색 검은색 흰색","2019(년생)","6.04(Kg)","충남-서산-2021-00779","20211231","20220107","http://www.animal.go.kr/files/shelter/2021/12/202112311612817.jpg","종료(자연사)","F","U","골반 골절, 기력 없음","서산시 동물보호센터","041-660-2040","충청남도 서산시 인지면 무학재1길 99  ","충청남도 서산시","최기항","041-660-2392","","","",""
"","","","444453202101045","http://www.animal.go.kr/files/shelter/2021/12/202112311412310_s.jpg","20211231","대산 터미널","[개] 푸들","갈색","2016(년생)","5.72(Kg)","충남-서산-2021-00778","20211231","20220107","http://www.animal.go.kr/files/shelter/2021/12/202112311412310.jpg","종료(반환)","M","U","몸에 12월 26일에 주인을 잃은거 같다고 쪽지 붙어 있었음, 순함, 사람 잘 따름","서산시 동물보호센터","041-660-2040","충청남도 서산시 인지면 무학재1길 99  ","충청남도 서산시","최기항","041-660-2392","","","",""
"","","","444453202101044","http://www.animal.go.kr/files/shelter/2021/12/202112311412824_s.jpg","20211231","고북면 장요리 395-1","[개] 진도견","흰색, 베이지색, 갈색","2019(년생)","12.4(Kg)","충남-서산-2021-00777","20211231","20220107","http://www.animal.go.kr/files/shelter/2021/12/202112311412824.jpg","종료(안락사)","F","U","경계","서산시 동물보호센터","041-660-2040","충청남도 서산시 인지면 무학재1길 99  ","충청남도 서산시","최기항","041-660-2392","","","",""
"","","","444453202101043","http://www.animal.go.kr/files/shelter/2021/12/202112311412555_s.jpg","20211231","인지면 차동길 236-18","[개] 믹스견","회색 갈색 흰색","2019(년생)","20.76(Kg)","충남-서산-2021-00776","20211231","20220107","http://www.animal.go.kr/files/shelter/2021/12/202112311412555.jpg","종료(안락사)","F","U","알래스칸 말라뮤트 믹스, 파란 목줄 착용, 철 리드줄 착용, 밝은 갈색 눈, 온순,","서산시 동물보호센터","041-660-2040","충청남도 서산시 인지면 무학재1길 99  ","충청남도 서산시","최기항","041-660-2392","","","",""
"","","","444451202100955","http://www.animal.go.kr/files/shelter/2021/12/202112311912508_s.jpg","20211231","청소면 장곡리","[개] 믹스견","흰색","2021(년생)","2.20(Kg)","충남-보령-2021-00582","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311912508.jpg","종료(안락사)","M","N","2개월령 추정","보령시유기동물보호소","010-5427-7210","충청남도 보령시 녹문3길 7 (내항동) ","충청남도 보령시","박태섭","041-930-7924","","","",""
"","","","444451202100954","http://www.animal.go.kr/files/shelter/2021/12/202112311912525_s.jpg","20211231","청소면 장곡리","[개] 믹스견","검정색","2021(년생)","2.40(Kg)","충남-보령-2021-00581","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311912525.jpg","종료(안락사)","F","N","2개월령 추정","보령시유기동물보호소","010-5427-7210","충청남도 보령시 녹문3길 7 (내항동) ","충청남도 보령시","박태섭","041-930-7924","","","",""
"","","","444451202100953","http://www.animal.go.kr/files/shelter/2021/12/202112311912677_s.jpg","20211231","청소면 장곡리","[개] 믹스견","검흰색","2021(년생)","3.00(Kg)","충남-보령-2021-00580","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311912677.jpg","종료(자연사)","M","N","2개월령 추정","보령시유기동물보호소","010-5427-7210","충청남도 보령시 녹문3길 7 (내항동) ","충청남도 보령시","박태섭","041-930-7924","","","",""
"","","","444451202100952","http://www.animal.go.kr/files/shelter/2021/12/202112311912894_s.jpg","20211231","청소면 장곡리","[개] 믹스견","갈색","2021(년생)","3.50(Kg)","충남-보령-2021-00579","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311912894.jpg","종료(자연사)","M","N","2개월령 추정","보령시유기동물보호소","010-5427-7210","충청남도 보령시 녹문3길 7 (내항동) ","충청남도 보령시","박태섭","041-930-7924","","","",""
"","","","444451202100951","http://www.animal.go.kr/files/shelter/2021/12/202112311912792_s.jpg","20211231","청소면 장곡리","[개] 믹스견","검정색","2021(년생)","3.50(Kg)","충남-보령-2021-00578","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311912792.jpg","종료(자연사)","M","N","2개월령 추정","보령시유기동물보호소","010-5427-7210","충청남도 보령시 녹문3길 7 (내항동) ","충청남도 보령시","박태섭","041-930-7924","","","",""
"","","","444450202101067","http://www.animal.go.kr/files/shelter/2021/12/202112311612699_s.jpg","20211231","공주시 주미동 가정집","[개] 진도견","연갈색","2019(년생)","25(Kg)","충남-공주-2021-00554","20211231","20220113","http://www.animal.go.kr/files/shelter/2021/12/202112311612699.png","종료(안락사)","M","N","초록색목줄과 빨간색 끈 착용, 사람을 잘따름,진드기, 심장사상충감염의심","공주시 동물보호소","041-853-7575","충청남도 공주시 감영길 7 (반죽동) ","충청남도 공주시","축산유통팀","041-840-8580","","","",""
"","","","444449202101877","http://www.animal.go.kr/files/shelter/2021/12/202112311712942[1]_s.jpg","20211231","삼성 SDI 앞 도로","[개] 스탠다드 푸들","황색","2013(년생)","23(Kg)","충남-천안-2021-01223","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712942[1].jpg","종료(반환)","M","N","동물등록돼있음.","유실유기동물보호소","010-5913-5119","충청남도 천안시 동남구 충절로 437 (삼룡동) ","충청남도 천안시","오병구","041-521-5735","","","",""
"","","","444449202101876","http://www.animal.go.kr/files/shelter/2021/12/202112311012973_s.jpg","20211231","불당지구대 앞","[개] 믹스견","검황색","2021(년생)","10(Kg)","충남-천안-2021-01222","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012973.jpg","종료(안락사)","M","N","4개월령 추정. 순하며 사람을 좋아함.","유실유기동물보호소","010-5913-5119","충청남도 천안시 동남구 충절로 437 (삼룡동) ","충청남도 천안시","오병구","041-521-5735","","","",""
"","","","444449202101875","http://www.animal.go.kr/files/shelter/2021/12/202112311012950_s.jpg","20211231","동남구 신부동 85","[개] 믹스견","황회색","2021(년생)","8(Kg)","충남-천안-2021-01221","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012950.jpg","종료(안락사)","F","N","4개월 추정.  경계가 있지만 순함.","유실유기동물보호소","010-5913-5119","충청남도 천안시 동남구 충절로 437 (삼룡동) ","충청남도 천안시","오병구","041-521-5735","","","",""
"","","","444449202101874","http://www.animal.go.kr/files/shelter/2021/12/202112310912461_s.jpg","20211231","구성동 267","[개] 라브라도 리트리버","미색","2017(년생)","30(Kg)","충남-천안-2021-01220","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912461.jpg","종료(입양)","F","U","리트리버믹스. 많이 활발함. ","유실유기동물보호소","010-5913-5119","충청남도 천안시 동남구 충절로 437 (삼룡동) ","충청남도 천안시","오병구","041-521-5735","","","",""
"","","","443446202100282","http://www.animal.go.kr/files/shelter/2021/12/202112311612996_s.jpg","20211231","괴산군 사리면 이곡리 244-2","[개] 불독","흰색, 갈색","2016(년생)","20(Kg)","충북-괴산-2021-00285","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311612996.jpg","종료(자연사)","M","N","양쪽 견갑부위의 피부 탈손증상 있음, 심장사상충 감염상태로 건강상태 불량하여 분양시 자세한 설명 요함","괴산증평동물보호센터","010-3169-1151","충청북도 증평군 도안면 입장길 239 (도안면) ","충청북도 괴산군","윤영서","043-830-3233","","","",""
"","","","443442202100156","http://www.animal.go.kr/files/shelter/2021/12/202112311612253_s.jpg","20211231","충북 보은군 마로면 원정리","[개] 믹스견","갈색","2019(년생)","8(Kg)","충북-보은-2021-00138","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311612253.jpeg","종료(입양)","M","U","사람 잘 따름","최상오동물병원","043-543-0753","충청북도 보은군 보은읍 보은로 119-1 (보은읍) ","충청북도 보은군","류가은","043-540-3643","","","",""
"","","","442430202100177","http://www.animal.go.kr/files/shelter/2021/12/202112311112559_s.jpg","20211231","철원군 근남면 마현2리 ","[개] 믹스견","흰색","2020(년생)","5(Kg)","강원-철원-2021-00131","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311112559.jpg","종료(안락사)","F","U","소방서에서 인계받음. 1살이상추정. ","철원군","033-450-5394","강원도 철원군 동송읍 장흥로 311  ","강원도 철원군","철원군 동물방역계","033-450-5394","","","",""
"","","","442430202100176","http://www.animal.go.kr/files/shelter/2021/12/202112311112316_s.jpg","20211231","철원군 근남면 마현2리 ","[개] 믹스견","흰색+갈색점박이","2018(년생)","6(Kg)","강원-철원-2021-00130","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311112316.jpg","종료(안락사)","F","U","소방서에서 인계받음. 3살이상추정. 사람을 잘 따르지않음.","철원군","033-450-5394","강원도 철원군 동송읍 장흥로 311  ","강원도 철원군","철원군 동물방역계","033-450-5394","","","",""
"","","","442421202100348","http://www.animal.go.kr/files/shelter/2021/12/202112311312435_s.jpg","20211231","동해시 송정동 동부메탈","[개] 믹스견","갈색","2019(년생)","5(Kg)","강원-동해-2021-00258","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311312435.jpg","종료(반환)","M","N","상태양호","동해시유기동물보호소","033-522-2990","강원도 동해시 대동로 159-13 (송정동, 동해시유기동물보호소) ","강원도 동해시","김형기","033-530-2435","","","",""
"","","","442420202100812","http://www.animal.go.kr/files/shelter/2021/12/202112311612150_s.jpg","20211231","주문진 철뚝소머리국밥 앞","[고양이] 한국 고양이","치즈색 ","2021(년생)","3.1(Kg)","강원-강릉-2021-00707","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311612150.jpg","종료(안락사)","Q","U","교통사고 추정 / 기립불가능 / 호흡도 미약함","강릉시 동물사랑센터","033-641-7515","강원도 강릉시 성산면 내맬길 172  ","강원도 강릉시","동물정책과","033-640-5587","","","",""
"","","","442418202100716","http://www.animal.go.kr/files/shelter/2021/12/202112311412374_s.jpg","20211231","신샘밭로 388-8번지","[개] 진도견","흰색","2021(년생)","5(Kg)","강원-춘천-2021-00513","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412374.jpg","종료(입양)","F","U","흰색, 온순함","춘천시 동물보호센터","033-245-5351","강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장","강원도 춘천시","허성주","033-245-5092","","","",""
"","","","442418202100715","http://www.animal.go.kr/files/shelter/2021/12/202112311412790_s.jpg","20211231","신샘밭로 388-8번지","[개] 진도견","흰색","2021(년생)","5(Kg)","강원-춘천-2021-00512","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412790.jpg","종료(입양)","F","U","흰색, 온순함","춘천시 동물보호센터","033-245-5351","강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장","강원도 춘천시","허성주","033-245-5092","","","",""
"","","","441553202103086","http://www.animal.go.kr/files/shelter/2021/12/202112311612364_s[1].jpg","20211231","발안현대공구타운 출구쪽","[개] 믹스견","흰색","2018(년생)","22(Kg)","경기-화성-2021-01804","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311612364.jpg","종료(자연사)","M","N","갈색목줄착용, 전봇대에 묶여있음, 유기한것으로 추정","남양동물보호센터","031-356-2281","경기도 화성시 남양읍 화성로 1483-27 (남양읍) ","경기도 화성시","반려가족팀","031-5189-6686","","","",""
"","","","441553202103085","http://www.animal.go.kr/files/shelter/2021/12/202112311612909_s.jpg","20211231","정남면 금복리 75","[개] 믹스견","갈색","2019(년생)","16(Kg)","경기-화성-2021-01803","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311612909.jpg","종료(안락사)","F","N","갈색가죽목줄 착용, 젖이 늘어져 있는걸로보아 출산 경험이 있어보임, 아주 순함","남양동물보호센터","031-356-2281","경기도 화성시 남양읍 화성로 1483-27 (남양읍) ","경기도 화성시","반려가족팀","031-5189-6686","","","",""
"","","","441417202101322","http://www.animal.go.kr/files/shelter/2021/12/202112311712248_s.jpg","20211231","경기도 양평군 지평면 한치고갯길82","[개] 믹스견","갈색","2019(년생)","3(Kg)","경기-양평-2021-00479","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712248.jpg","종료(기증)","M","N","순함","양평군유기동물보호소","031-770-2337","경기도 양평군 양평읍 농업기술센터길 59 (양평읍) ","경기도 양평군","양평군청","031-770-2337","","","",""
"","","","441417202101321","http://www.animal.go.kr/files/shelter/2021/12/202112311712285[1]_s.jpg","20211231","지평면 한치고갯길82","[개] 믹스견","갈색","2018(년생)","5(Kg)","경기-양평-2021-00478","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712285[1].jpg","종료(입양)","F","N","순함","양평군유기동물보호소","031-770-2337","경기도 양평군 양평읍 농업기술센터길 59 (양평읍) ","경기도 양평군","양평군청","031-770-2337","","","",""
"","","","441406202101364","http://www.animal.go.kr/files/shelter/2021/12/202112311512836_s.jpg","20211231","새오리로 339번길 5-70 주차장","[개] 믹스견","황갈색","2021(년생)","3.6(Kg)","경기-파주-2021-00782","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512836.jpg","종료(입양)","F","N","어린강아지","금릉동물병원","031-948-3375","경기도 파주시 로데오로 19 (금촌동) 프라임타워 103호","경기도 파주시","파주시 동물보호팀","031-940-4824","","","",""
"","","","441405202103287","http://www.animal.go.kr/files/shelter/2021/12/202112311412722_s.jpg","20211231","용인시 처인구 원삼면 원양로 591번길 6-12","[개] 믹스견","흰색,황색","2020(년생)","10(Kg)","경기-용인-2021-00942","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412722.jpg","종료(기증)","F","U","조금 예민하여 적응이 필요한 아이","용인시 동물보호센터","031-324-3463","경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터","경기도 용인시","동물보호과","031-324-3463","","","",""
"","","","441404202101521","http://www.animal.go.kr/files/shelter/2021/12/202112312112975_s.jpg","20211231","위례학암로14번길  20","[개] 시바","황색","2020(년생)","10(Kg)","경기-하남-2021-00606","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312112975.jpg","종료(반환)","M","N","순하고사람좋아함","하남동물병원","031-793-7802","경기도 하남시 신평로 37 (덕풍동) 하남동물병원","경기도 하남시","농식품위생과","031-790-6317","","","",""
"","","","441401202101870","http://www.animal.go.kr/files/shelter/2021/12/202201011301250_s.jpg","20211231","미산동 550-1 부근","[개] 믹스견","백","2022(년생)","1(Kg)","경기-시흥-2022-00001","20211231","20220112","http://www.animal.go.kr/files/shelter/2021/12/202201011301250.jpg","종료(자연사)","F","N","기립불가,기력없음,뒷다리장애,","한국야생동물보호협회","031-296-0124","경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회","경기도 시흥시","최아름","031-310-2247","","","",""
"","","","441394202103030","http://www.animal.go.kr/files/shelter/2021/12/202112311112774_s.jpg","20211231","선유동 367-1 부근","[개] 믹스견","검정,흰색","2019(년생)","11(Kg)","경기-고양-2021-01225","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311112774.jpg","종료(기증)","M","N","없음","고양시동물보호센터","031-962-3232","경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터","경기도 고양시","조재현(유기동물보호)","031-8075-4657","","","",""
"","","","441394202103029","http://www.animal.go.kr/files/shelter/2021/12/202112311112339_s.jpg","20211231","선유동 367-1 부근","[개] 믹스견","황색","2018(년생)","12(Kg)","경기-고양-2021-01224","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311112339.jpg","종료(기증)","M","N","없음","고양시동물보호센터","031-962-3232","경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터","경기도 고양시","조재현(유기동물보호)","031-8075-4657","","","",""
"","","","441394202103028","http://www.animal.go.kr/files/shelter/2021/12/202112311112436_s[1].jpg","20211231","선유동 367-1 부근","[개] 믹스견","황색","2018(년생)","11(Kg)","경기-고양-2021-01223","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311112436.jpg","종료(기증)","M","N","없음","고양시동물보호센터","031-962-3232","경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터","경기도 고양시","조재현(유기동물보호)","031-8075-4657","","","",""
"","","","441394202103027","http://www.animal.go.kr/files/shelter/2021/12/202112311112642_s.jpg","20211231","선유동 367-1 부근","[개] 믹스견","황색","2019(년생)","10(Kg)","경기-고양-2021-01222","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311112642.jpg","종료(기증)","F","N","없음","고양시동물보호센터","031-962-3232","경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터","경기도 고양시","조재현(유기동물보호)","031-8075-4657","","","",""
"","","","441394202103026","http://www.animal.go.kr/files/shelter/2021/12/202112311112621_s.jpg","20211231","선유동 367-1 부근","[개] 믹스견","황색","2018(년생)","6(Kg)","경기-고양-2021-01221","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311112621.jpg","종료(기증)","F","N","없음","고양시동물보호센터","031-962-3232","경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터","경기도 고양시","조재현(유기동물보호)","031-8075-4657","","","",""
"","","","441394202103025","http://www.animal.go.kr/files/shelter/2021/12/202112311112221_s.jpg","20211231","선유동 367-1 부근","[개] 믹스견","검정,황색,흰색","2018(년생)","7(Kg)","경기-고양-2021-01220","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311112221.jpg","종료(기증)","F","N","없음","고양시동물보호센터","031-962-3232","경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터","경기도 고양시","조재현(유기동물보호)","031-8075-4657","","","",""
"","","","441394202103023","http://www.animal.go.kr/files/shelter/2021/12/202112311112130_s.jpg","20211231","선유동 367-1 부근","[개] 믹스견","갈색,검정","2018(년생)","7(Kg)","경기-고양-2021-01218","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311112130.jpg","종료(기증)","M","Y","없음","고양시동물보호센터","031-962-3232","경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터","경기도 고양시","조재현(유기동물보호)","031-8075-4657","","","",""
"","","","441393202102474","http://www.animal.go.kr/files/shelter/2022/01/20220113150109_s.jpg","20211231","안산소방서에서 인수","[개] 시바","갈백","2022(년생)","4(Kg)","경기-안산-2022-00002","20211231","20220110","http://www.animal.go.kr/files/shelter/2022/01/20220113150109.jpg","종료(입양)","F","U","6개월추정. 오른쪽눈안질환. 칩있음. ","한국야생동물보호협회","031-296-0124","경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5","경기도 안산시","안산시 농업정책과","031-481-2494","","","",""
